"City","Date Start","Date End","(Weekdays) or (Weekends and Holidays)","Heating Type","Building Type","Demand",HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24
"San Francisco, CA",2001/1/1,2001/12/31,Both,Electric,Single Family Large,avg,1.96632013440855,1.7585560797608,1.71158521606825,1.71764078412556,1.83034734763581,2.2812721402971,2.96117706156847,3.13795808083432,2.72014014632841,2.38949668504738,2.29915807954354,2.23483347550111,2.16253512459967,2.11215591684808,2.21116980802861,2.43004134128286,2.57172111283866,2.80091725598175,3.13767788414553,3.33642713012514,3.39600658118664,3.35559559465434,3.07322272492241,2.4878725321342
